PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
-1.79486317858207	2.51560743861749	-0.948369470934824	1.43333949929244	-0.233938654864264	0.729877243426941	0.283528587930854	0.351818596822299
-1.01160186997198	3.30885126392143	-0.959644470390324	1.11136422398253	0.288608598444538	0.848362522175848	0.869541777564747	-0.133449599269771
-1.28487787538308	1.24032436294784	-1.13130425451739	0.965064590367838	0.543933104150265	0.185112346518476	-0.110633047315059	-1.43536142851386
-0.556089250299103	0.740483712600187	-0.463443347672229	2.73328981701002	0.731501010450211	0.571003379640855	0.0583800145775772	-0.956460187798286
-2.59095951588548	-0.19652826920903	-1.19660349231481	0.447806603752839	-1.43929423864855	1.58494502775013	-0.00928095427397237	-0.553785469269227
-1.84649542604266	1.78026532976048	-2.0312772650165	0.00934571104831616	-1.4856586874103	-0.419373997961363	-0.01753897121385	-1.98140623591701
-2.68713394742053	1.0747050327499	-1.69354065909641	-0.0811068644001003	-1.10168487587364	0.166249560144246	-1.37181362256181	-1.32009215780417
-3.01640515933739	0.595057709089538	-0.55962631748977	0.0528379417711295	0.697430852145501	0.644231389864065	-0.429930403622193	-1.1092532100427
-0.533460516424372	-0.850086045174681	-0.638582219744485	2.9072084206304	0.340611713500664	0.37752198738703	-1.98730583637729	-0.735612514608197
-1.7777316213723	2.74098002889609	-2.14332924225615	-0.386182998493745	-1.33465779183856	-0.301989482247492	0.635697425565861	0.12256217654138
-2.2036714825813	0.693832733177534	-2.51626718206856	0.0683329347654452	-0.985264113579579	-0.205452100983586	-0.739037881564694	-2.01390993814778
-2.24319454466558	3.80660888170314	-1.60527225414536	-0.810124227057582	0.669784799583271	0.0263532061407783	1.36695505688991	0.0545333892174753
-2.45209518561096	3.03146344569369	-2.04623181742902	-1.44569004576487	0.56264810678805	-0.0714152158922057	0.446610830985685	-0.0881359329417683
-3.57459926601537	-0.984015855903958	-0.369173984415257	1.74139846338797	1.60499598423739	0.553999757046573	0.209234919493083	0.615305394068984
-3.34932933037937	0.167398713079454	-1.54581055559851	-0.0447048142343296	0.0480637126776495	-0.0665958190635227	-0.185097765767736	-0.065248848374756
-1.64390441377778	0.489131932993743	-1.09428894838193	1.08925835868072	1.17864978144053	-0.895918816457944	-1.2452359426569	-0.498829860465347
-2.46446412332682	0.668487815316976	-1.56519795279901	0.144170560972135	-1.9694041361421	0.628277435476115	0.238083650450344	0.511984640499487
-2.64080754790155	3.75963683824497	-1.73459395545678	-1.23618162624316	-1.21997251134824	0.566133241468792	-0.62457955655392	1.54002359313963
-2.28534174279659	-0.519668878264593	-0.504733013596755	0.636262484950536	-1.82894193828841	0.759861059691357	0.513133806601456	-0.399870787624039
-1.72829640388002	1.29973100086289	-1.49113752986921	-0.628170501798956	-0.823304239380056	-0.779790837348295	-3.62983281730057	0.922653673870568
